primary_isin,conm,year,zscore,zscore_zone,n_incidents,esg_weight_score_w,e_weight_score_w,s_weight_score_w,g_weight_score_w,log_assets,leverage,roa,sic,industry
US05350V1061,AVANOS MEDICAL INC,2018,1.7882843338957293,Distress,0.0,0.0,0.0,0.0,0.0,7.6948025547351335,0.4465139578305023,-0.007240766883737875,3842.0,3.0
US0538071038,AVNET INC,2021,3.692035580978118,Safe,0.0,0.0,0.0,0.0,0.0,9.000384109878384,0.5402458447339404,0.027307664452819593,5065.0,5.0
US0538071038,AVNET INC,2020,4.091276131622662,Safe,0.0,0.0,0.0,0.0,0.0,9.055504324004492,0.5165571922233914,0.07139319306219727,5065.0,5.0
US0538071038,AVNET INC,2019,3.679566705432208,Safe,1.0,2.0,0.0,2.0,0.0,9.16929387309004,0.5118102876518272,0.05804834818109494,5065.0,5.0
US0538071038,AVNET INC,2018,3.77975015181866,Safe,0.0,0.0,0.0,0.0,0.0,9.179941884297474,0.46574354851530303,0.06173612098409531,5065.0,5.0
US87162W1009,TD SYNNEX CORPORATION,2021,2.907456648417899,Grey,0.0,0.0,0.0,0.0,0.0,9.508189830930771,0.6778535095358905,0.06496455827967144,5045.0,5.0
US87162W1009,TD SYNNEX CORPORATION,2020,3.3606724983080087,Safe,0.0,0.0,0.0,0.0,0.0,9.367255227946107,0.6761443875684308,0.0756725959056109,5045.0,5.0
US87162W1009,TD SYNNEX CORPORATION,2019,2.7093299958814567,Grey,2.0,3.0,0.0,3.0,0.0,9.348486574964578,0.7010506745650905,0.051929047281662005,5045.0,5.0
US87162W1009,TD SYNNEX CORPORATION,2018,3.6453916538422066,Safe,0.0,0.0,0.0,0.0,0.0,8.948914047505419,0.7033594482891921,0.0667330343496924,5045.0,5.0
US28252C1099,POLISHED.COM INC,2021,-1.1587970241396168,Distress,0.0,0.0,0.0,0.0,0.0,3.303841778070794,1.5079147118282032,-0.550482511347599,5960.0,5.0
US75508B1044,RAYONIER ADVANCED MATERIALS,2021,1.2126458085607192,Distress,0.0,0.0,0.0,0.0,0.0,7.836316420521227,0.7252473946238239,0.020788065766355123,2820.0,2.0
US75508B1044,RAYONIER ADVANCED MATERIALS,2020,1.0486762957093292,Distress,1.0,4.0,0.0,4.0,0.0,7.816476232238869,0.7246945443153168,-0.014308426073131956,2820.0,2.0
US75508B1044,RAYONIER ADVANCED MATERIALS,2019,1.5680030293229745,Distress,0.0,0.0,0.0,0.0,0.0,7.893604162542283,0.7361521802584912,0.08808414511516242,2820.0,2.0
US75508B1044,RAYONIER ADVANCED MATERIALS,2018,1.1009575588374727,Distress,0.0,0.0,0.0,0.0,0.0,7.879901064580227,0.7374732792681178,0.045874704979279965,2820.0,2.0
US8873991033,TIMKENSTEEL CORP,2021,0.6661297167175717,Distress,1.0,1.0,0.0,1.0,0.0,6.902742737158593,0.4894366197183099,-0.05694164989939638,3312.0,3.0
US8873991033,TIMKENSTEEL CORP,2020,1.339606552993867,Distress,0.0,0.0,0.0,0.0,0.0,6.990440645600745,0.4811094729082197,-0.05086619977884261,3312.0,3.0
US8873991033,TIMKENSTEEL CORP,2019,1.6670093213964159,Distress,0.0,0.0,0.0,0.0,0.0,7.088909488024084,0.5531062124248497,0.007014028056112225,3312.0,3.0
US8873991033,TIMKENSTEEL CORP,2018,1.6636630341067444,Distress,0.0,0.0,0.0,0.0,0.0,7.054104175317274,0.515217015389936,-0.02394950717620612,3312.0,3.0
US38268T1034,GOPRO INC,2021,1.477501883930843,Distress,0.0,0.0,0.0,0.0,0.0,6.649501255887545,0.7199659320273943,-0.014808160238735078,3861.0,3.0
US38268T1034,GOPRO INC,2020,1.3805220296730707,Distress,0.0,0.0,0.0,0.0,0.0,6.6768353196313175,0.7054388038390369,-0.0011087243615374815,3861.0,3.0
US38268T1034,GOPRO INC,2019,1.017383092970543,Distress,0.0,0.0,0.0,0.0,0.0,6.550164201235236,0.6962708291867077,-0.10194899757860929,3861.0,3.0
US38268T1034,GOPRO INC,2018,1.2226025768374906,Distress,1.0,4.0,0.0,0.0,4.0,6.746701158480582,0.6486840279166266,-0.1683842088054516,3861.0,3.0
US88087E1001,TERMINIX GLOBAL HOLDINGS INC,2020,1.7146103011088485,Distress,2.0,3.0,0.0,0.0,3.0,8.579980179515003,0.5637798234078527,0.05485628405034755,7340.0,7.0
US88087E1001,TERMINIX GLOBAL HOLDINGS INC,2019,1.8002541798821556,Distress,4.0,12.0,2.0,6.0,4.0,8.521981708148035,0.5612183953812463,0.05693808480987458,7340.0,7.0
US88087E1001,TERMINIX GLOBAL HOLDINGS INC,2018,1.5659797629699015,Distress,2.0,8.0,0.0,8.0,0.0,8.638879709672837,0.7933049946865037,0.09971661353170386,7340.0,7.0
US88087E1001,TERMINIX GLOBAL HOLDINGS INC,2021,2.813740707677145,Grey,0.0,0.0,0.0,0.0,0.0,8.484256691169973,0.43332644200951004,0.04362207980152987,7340.0,7.0
US59408Q1067,MICHAELS COS INC,2021,1.597000040818496,Distress,1.0,2.0,0.0,0.0,2.0,8.418345863271997,1.2643690217637336,0.138561149013836,5945.0,5.0
US59408Q1067,MICHAELS COS INC,2020,1.5417989090928814,Distress,1.0,2.0,0.0,2.0,0.0,8.25299194072223,1.3768702963319044,0.1491901581383473,5945.0,5.0
US59408Q1067,MICHAELS COS INC,2019,3.1018602661421895,Safe,0.0,0.0,0.0,0.0,0.0,7.663565473014162,1.7640687372670483,0.3137897399658701,5945.0,5.0
US59408Q1067,MICHAELS COS INC,2018,3.512323267363075,Safe,4.0,1.0,0.0,1.0,0.0,7.741192523306152,1.656240829661575,0.3197048971509185,5945.0,5.0
US92242T1016,V2X INC,2021,3.021104771367944,Safe,0.0,0.0,0.0,0.0,0.0,6.73911293370056,0.6386181265709976,0.05598647090402945,8744.0,8.0
US92242T1016,V2X INC,2020,3.938754970987545,Safe,2.0,3.0,0.0,3.0,0.0,6.457529178678405,0.5893361027142866,0.08285518567630921,8744.0,8.0
US92242T1016,V2X INC,2019,3.4933270445473905,Safe,1.0,2.0,0.0,2.0,0.0,6.351309710586267,0.6132761781271242,0.08828941551054359,8744.0,8.0
US92242T1016,V2X INC,2018,3.7305893247885367,Safe,1.0,2.0,0.0,2.0,0.0,6.207686197243222,0.6299634144618818,0.08412454015832882,8744.0,8.0
US05351W1036,AVANGRID INC,2021,0.7101908081081079,Distress,7.0,27.0,12.0,12.0,3.0,10.54069910076577,0.5815773471168336,0.024059434735478412,,nan
US05351W1036,AVANGRID INC,2020,0.7946895960035878,Distress,2.0,4.0,3.0,0.0,1.0,10.446305907338292,0.5471292422129242,0.02931775918177592,,nan
US05351W1036,AVANGRID INC,2019,0.8978740090575982,Distress,2.0,6.0,2.0,2.0,2.0,10.37872744857711,0.5211552211894177,0.03575092486088227,,nan
US05351W1036,AVANGRID INC,2018,0.8939980047167634,Distress,5.0,13.0,3.0,4.0,6.0,10.363188288785967,0.5233494363929146,0.033071263932304,,nan
US91688F1049,UPWORK INC,2021,11.660450118749608,Safe,0.0,0.0,0.0,0.0,0.0,6.273305216737888,0.43443928597747283,-0.04234099923095383,7370.0,7.0
US91688F1049,UPWORK INC,2020,4.239325980887479,Safe,0.0,0.0,0.0,0.0,0.0,6.103408345329966,0.41882700837851156,-0.04196424570993324,7370.0,7.0
US91688F1049,UPWORK INC,2019,8.253217072772525,Safe,0.0,0.0,0.0,0.0,0.0,5.972722507190123,0.37752347582698503,-0.02991013169958092,7370.0,7.0
US2540671011,DILLARDS INC  -CL A,2021,4.105478772875278,Safe,0.0,0.0,0.0,0.0,0.0,8.037063263835964,0.5340336263526613,-0.028309967777035847,5311.0,5.0
US2540671011,DILLARDS INC  -CL A,2020,4.6830167523581565,Safe,4.0,11.0,0.0,8.0,3.0,8.14068194532862,0.5267821040814143,0.04882782835221967,5311.0,5.0
US2540671011,DILLARDS INC  -CL A,2019,4.7246939060106445,Safe,3.0,8.0,0.0,8.0,0.0,8.141005972310781,0.5108713169583335,0.07815772655170575,5311.0,5.0
US2540671011,DILLARDS INC  -CL A,2018,4.32430944697883,Safe,0.0,0.0,0.0,0.0,0.0,8.209082263628423,0.5349642229911011,0.07383433759786169,5311.0,5.0
US60871R2094,MOLSON COORS BEVERAGE CO,2021,1.1216706171082276,Distress,3.0,3.0,0.0,1.0,2.0,10.215817114609035,0.5382073901160217,0.05082854330780686,2082.0,2.0
US60871R2094,MOLSON COORS BEVERAGE CO,2020,0.8021351532253429,Distress,2.0,6.0,0.0,4.0,2.0,10.27023955197139,0.5262233279509907,0.05200659741231749,2082.0,2.0
US60871R2094,MOLSON COORS BEVERAGE CO,2019,0.769439812927726,Distress,6.0,16.0,4.0,6.0,6.0,10.312639190368921,0.5438096566566367,0.04735335339324738,2082.0,2.0
US60871R2094,MOLSON COORS BEVERAGE CO,2018,0.8259653470581471,Distress,2.0,4.0,2.0,2.0,0.0,10.317182039561601,0.5558222495528468,0.060650843557521594,2082.0,2.0
US14862Q1004,CASTLIGHT HEALTH INC,2021,-1.1475187499673924,Distress,0.0,0.0,0.0,0.0,0.0,5.122611875246086,0.2572778567274079,-0.06278594256864121,7370.0,7.0
US14862Q1004,CASTLIGHT HEALTH INC,2020,-1.1264442795418848,Distress,0.0,0.0,0.0,0.0,0.0,5.496282587330012,0.2879514300777646,-0.17026657440358509,7370.0,7.0
US14862Q1004,CASTLIGHT HEALTH INC,2019,0.37809121548485203,Distress,0.0,0.0,0.0,0.0,0.0,5.5393558443007755,0.23210946929952586,-0.14067862129902095,7370.0,7.0
US14862Q1004,CASTLIGHT HEALTH INC,2018,0.22663622137143213,Distress,0.0,0.0,0.0,0.0,0.0,5.5226681888173115,0.29674852187306966,-0.2281530031848922,7370.0,7.0
US32008D1063,FIRST DATA CORP,2019,0.26885481631469704,Distress,0.0,0.0,0.0,0.0,0.0,10.553935978562958,0.8162131134709213,0.05173898296240249,7374.0,7.0
US32008D1063,FIRST DATA CORP,2018,0.195490462167142,Distress,0.0,0.0,0.0,0.0,0.0,10.78456552865454,0.8739149350514823,0.03805755246638629,7374.0,7.0
US82968B1035,SIRIUS XM HOLDINGS INC,2021,2.0737013666033772,Grey,0.0,0.0,0.0,0.0,0.0,9.24319470884713,1.221136165682764,0.1801993612697184,4832.0,4.0
US82968B1035,SIRIUS XM HOLDINGS INC,2020,2.4223842786838152,Grey,0.0,0.0,0.0,0.0,0.0,9.319194776888265,1.0660148892277335,0.15750291505964661,4832.0,4.0
US82968B1035,SIRIUS XM HOLDINGS INC,2019,2.226887512009724,Grey,0.0,0.0,0.0,0.0,0.0,9.008681366073896,1.222314901643709,0.21976630592252094,4832.0,4.0
US82968B1035,SIRIUS XM HOLDINGS INC,2018,1.9167370255818519,Grey,0.0,0.0,0.0,0.0,0.0,9.027663632112189,1.1829518040611455,0.20252254251039753,4832.0,4.0
US12508E1010,CDK GLOBAL INC,2021,3.0081909064217793,Safe,0.0,0.0,0.0,0.0,0.0,7.956862147746407,1.2034616866963317,0.1975053431904979,7370.0,7.0
US12508E1010,CDK GLOBAL INC,2020,2.8595359440481327,Grey,0.0,0.0,0.0,0.0,0.0,8.006367567650246,1.2382460820273424,0.20166722240746915,7370.0,7.0
US12508E1010,CDK GLOBAL INC,2019,3.198514549884039,Safe,0.0,0.0,0.0,0.0,0.0,8.009496002324777,1.1154434250764524,0.20997872623321368,7370.0,7.0
US12508E1010,CDK GLOBAL INC,2018,3.8402773597145616,Safe,1.0,2.0,0.0,0.0,2.0,7.966968171867508,1.0197010162672124,0.17762131039506088,7370.0,7.0
US2686031079,EL POLLO LOCO HOLDINGS INC,2021,1.911344163825655,Grey,0.0,0.0,0.0,0.0,0.0,6.407244606056014,0.5413609243565574,0.06458467237587592,5812.0,5.0
US2686031079,EL POLLO LOCO HOLDINGS INC,2020,1.4412922053340054,Distress,0.0,0.0,0.0,0.0,0.0,6.438954126471378,0.606938433170282,0.05410306809742106,5812.0,5.0
US2686031079,EL POLLO LOCO HOLDINGS INC,2019,2.525475947036825,Grey,1.0,12.0,0.0,6.0,6.0,6.111968322637119,0.4108825345493153,0.04397791331464642,5812.0,5.0
US2686031079,EL POLLO LOCO HOLDINGS INC,2018,1.937348663280127,Grey,0.0,0.0,0.0,0.0,0.0,6.095173449603365,0.3789402115601374,0.01345573071371617,5812.0,5.0
US4001101025,GRUBHUB INC,2021,5.062487554482576,Safe,6.0,14.0,0.0,9.0,5.0,7.779014753137847,0.40692966149124354,-0.048974033862177836,7370.0,7.0
US4001101025,GRUBHUB INC,2020,3.933803339428409,Safe,3.0,7.0,0.0,3.0,4.0,7.773164421180409,0.3711225956619388,-0.00024337067543362504,7370.0,7.0
US4001101025,GRUBHUB INC,2019,7.665853890361622,Safe,3.0,7.0,0.0,7.0,0.0,7.633712282165076,0.3017701436989158,0.047122342557612204,7370.0,7.0
US4001101025,GRUBHUB INC,2018,9.811347230533272,Safe,1.0,1.0,0.0,1.0,0.0,7.342629663590323,0.2759175757512944,0.06438268937904569,7370.0,7.0
US45780R1014,INSTALLED BLDG PRODUCTS INC,2021,4.647928532897964,Safe,1.0,1.0,0.0,1.0,0.0,7.080595361659091,0.7312549887343014,0.13898824258467798,1700.0,1.0
US45780R1014,INSTALLED BLDG PRODUCTS INC,2020,3.8227126736784305,Safe,0.0,0.0,0.0,0.0,0.0,7.0035008185491,0.772591381918163,0.11350466902960403,1700.0,1.0
US45780R1014,INSTALLED BLDG PRODUCTS INC,2019,3.45537255859396,Safe,0.0,0.0,0.0,0.0,0.0,6.728219438475096,0.7813499660938971,0.11519448684371322,1700.0,1.0
US45780R1014,INSTALLED BLDG PRODUCTS INC,2018,5.0413324499228,Safe,0.0,0.0,0.0,0.0,0.0,6.606306884033527,0.7150197767568284,0.10580903314535713,1700.0,1.0
US42226A1079,HEALTHEQUITY INC,2021,3.0131508128986093,Safe,1.0,3.0,0.0,0.0,3.0,7.905222967334072,0.49132067619364916,0.029517338170983176,7370.0,7.0
US42226A1079,HEALTHEQUITY INC,2020,2.5827766578657023,Grey,0.0,0.0,0.0,0.0,0.0,7.850174080489935,0.598353878342308,0.042537739052331984,7370.0,7.0
US42226A1079,HEALTHEQUITY INC,2019,70.1908843178648,Safe,0.0,0.0,0.0,0.0,0.0,6.236400900868119,0.06458032689170536,0.1522893399422763,7370.0,7.0
US42226A1079,HEALTHEQUITY INC,2018,76.45012566613752,Safe,2.0,2.0,0.0,2.0,0.0,5.913932643060623,0.06199225807849735,0.1474107362952007,7370.0,7.0
US49338L1035,KEYSIGHT TECHNOLOGIES INC,2021,5.440112875763495,Safe,1.0,0.0,0.0,0.0,0.0,8.88447171813916,0.5432252701579385,0.10210584649487392,3825.0,3.0
US49338L1035,KEYSIGHT TECHNOLOGIES INC,2020,4.891592398366249,Safe,0.0,0.0,0.0,0.0,0.0,8.798454696065095,0.5464291106749207,0.10705118526347576,3825.0,3.0
US49338L1035,KEYSIGHT TECHNOLOGIES INC,2019,3.328883286317045,Safe,0.0,0.0,0.0,0.0,0.0,8.669914278433902,0.5822458791208791,0.07245879120879122,3825.0,3.0
US49338L1035,KEYSIGHT TECHNOLOGIES INC,2018,2.403203592436825,Grey,0.0,0.0,0.0,0.0,0.0,8.688453800850768,0.6106522838361705,0.04938479689870218,3825.0,3.0
US78667J1088,SAGE THERAPEUTICS INC,2021,36.749217406061895,Safe,0.0,0.0,0.0,0.0,0.0,7.677977383082252,0.040251087648188306,0.2889754108610135,2836.0,2.0
US78667J1088,SAGE THERAPEUTICS INC,2020,12.859881444974187,Safe,3.0,6.0,6.0,0.0,0.0,6.989473505266995,0.1286676197943089,-0.6531605405156112,2836.0,2.0
US78667J1088,SAGE THERAPEUTICS INC,2019,28.429264914826273,Safe,2.0,2.0,2.0,0.0,0.0,6.86035439930993,0.09418865231105115,-0.4127594585942133,2836.0,2.0
US78667J1088,SAGE THERAPEUTICS INC,2018,74.02851269473602,Safe,0.0,0.0,0.0,0.0,0.0,6.274643370135378,0.10277070670664626,-0.5154480626942447,2836.0,2.0
US5314651028,LIBERTY TRIPADVISOR HOLDINGS,2021,0.004082489536929995,Distress,5.0,12.0,2.0,6.0,4.0,8.315566483564277,0.31987273617229567,-0.08590308370044053,7370.0,7.0
US5314651028,LIBERTY TRIPADVISOR HOLDINGS,2020,0.4838670994943983,Distress,15.0,23.0,4.0,17.0,2.0,8.461046030793236,0.3015234870926788,0.027295810410495135,7370.0,7.0
US5314651028,LIBERTY TRIPADVISOR HOLDINGS,2019,0.9534206779504026,Distress,11.0,23.0,6.0,13.0,4.0,8.561210076833012,0.28483920367534454,0.02450229709035222,7370.0,7.0
US5314651028,LIBERTY TRIPADVISOR HOLDINGS,2018,0.49079332942190734,Distress,5.0,18.0,8.0,2.0,8.0,8.609772372709331,0.31564551422319476,0.0010940919037199124,7370.0,7.0
US88104R2094,TERRAFORM POWER INC,2020,0.33133226247415115,Distress,0.0,0.0,0.0,0.0,0.0,9.21628626009653,0.7384543987872709,0.011741253983144434,,nan
US88104R2094,TERRAFORM POWER INC,2019,0.2613672300747,Distress,0.0,0.0,0.0,0.0,0.0,9.141135406570335,0.7032891785242018,0.011099793212561925,,nan
US88104R2094,TERRAFORM POWER INC,2018,0.2905459223253084,Distress,0.0,0.0,0.0,0.0,0.0,8.7621797967434,0.6197432261456476,0.010826956729905851,,nan
US89609W1071,TRIBUNE PUBLISHING CO,2021,3.3048990218468,Safe,0.0,0.0,0.0,0.0,0.0,6.3083789121921665,0.45015087001098236,0.0468864589148305,2711.0,2.0
US89609W1071,TRIBUNE PUBLISHING CO,2020,2.7957416889253066,Grey,1.0,4.0,0.0,4.0,0.0,6.526901804575886,0.48946470500294603,0.05990959696780491,2711.0,2.0
US89609W1071,TRIBUNE PUBLISHING CO,2019,2.8751162411867046,Grey,0.0,0.0,0.0,0.0,0.0,6.589788554256735,0.43152676682809754,0.04148070468066835,2711.0,2.0
US89609W1071,TRIBUNE PUBLISHING CO,2018,2.7973180627004655,Grey,2.0,9.0,0.0,6.0,3.0,6.7640384764469585,0.9200562225692466,0.13189995064342708,2711.0,2.0
US98936J1016,ZENDESK INC,2021,5.802660771896598,Safe,0.0,0.0,0.0,0.0,0.0,7.677066423837591,0.7998260772018826,-0.06451506736031824,7370.0,7.0
US98936J1016,ZENDESK INC,2020,4.6270249184851115,Safe,0.0,0.0,0.0,0.0,0.0,7.323559421266432,0.6976182977692298,-0.09623732907079081,7370.0,7.0
US98936J1016,ZENDESK INC,2019,4.324338014264766,Safe,2.0,4.0,0.0,3.0,1.0,7.121962217457408,0.6631972914961802,-0.10413699561911947,7370.0,7.0
US98936J1016,ZENDESK INC,2018,7.8718795709090985,Safe,0.0,0.0,0.0,0.0,0.0,6.330084475786654,0.425850225989104,-0.2007911403702937,7370.0,7.0
US9234541020,VERITIV CORP,2021,3.3649040444140614,Safe,1.0,1.0,0.0,1.0,0.0,7.756195343948118,0.7502783725910065,0.04274089935760171,5110.0,5.0
US9234541020,VERITIV CORP,2020,3.6311305521317343,Safe,0.0,0.0,0.0,0.0,0.0,7.828874335712933,0.7864680817171759,0.02823463820636375,5110.0,5.0
US9234541020,VERITIV CORP,2019,4.205192691677717,Safe,1.0,2.0,0.0,2.0,0.0,7.836251223294655,0.7853105111278017,0.027157370439182513,5110.0,5.0
US9234541020,VERITIV CORP,2018,3.844351557326524,Safe,0.0,0.0,0.0,0.0,0.0,7.904482487146636,0.7970388421208092,0.03308226259045931,5110.0,5.0
US4525EP1011,IMMUNIC INC,2021,20.42884438038042,Safe,0.0,0.0,0.0,0.0,0.0,5.1290758912894345,0.05406854480790655,-0.2917354239519602,2836.0,2.0
US4525EP1011,IMMUNIC INC,2020,6.076459900094733,Safe,0.0,0.0,0.0,0.0,0.0,4.20402075194753,0.11510878629368508,-0.39924190736107956,2836.0,2.0
US0718131099,BAXTER INTERNATIONAL INC,2021,4.281256487373921,Safe,6.0,5.0,2.0,2.0,1.0,9.90448705286921,0.5641140916129677,0.09271192367251112,2834.0,2.0
US0718131099,BAXTER INTERNATIONAL INC,2020,4.673316881225429,Safe,5.0,9.0,2.0,1.0,6.0,9.808847148382007,0.5651074589127687,0.10646952124443468,2834.0,2.0
US0718131099,BAXTER INTERNATIONAL INC,2019,5.009075700666287,Safe,2.0,6.0,2.0,4.0,0.0,9.657714883161557,0.5002877053896809,0.11297231634805958,2834.0,2.0
US0718131099,BAXTER INTERNATIONAL INC,2018,4.724804473126192,Safe,1.0,4.0,2.0,2.0,0.0,9.747535250762242,0.46724329378762197,0.08953304891590205,2834.0,2.0
US14149Y1082,CARDINAL HEALTH INC,2021,4.232174710309529,Safe,30.0,87.0,2.0,53.0,32.0,10.615628209588607,0.9560417995388314,0.04059755678751901,5122.0,5.0
US14149Y1082,CARDINAL HEALTH INC,2020,4.175299741183579,Safe,18.0,42.0,0.0,31.0,11.0,10.620448911195329,0.845470302468081,0.040963796596928934,5122.0,5.0
US14149Y1082,CARDINAL HEALTH INC,2019,4.033287651532514,Safe,36.0,96.0,2.0,43.0,51.0,10.595434012519554,0.8480388475882956,0.04973592650997472,5122.0,5.0
US14149Y1082,CARDINAL HEALTH INC,2018,4.165482763325103,Safe,23.0,56.0,2.0,12.0,42.0,10.599455750282775,0.8268348623853211,0.058885121659353806,5122.0,5.0
US03073E1055,AMERISOURCEBERGEN CORP,2021,4.701395903800495,Safe,26.0,78.0,0.0,49.0,29.0,10.698194208946243,1.018964183487548,0.04712716005911259,5122.0,5.0
US03073E1055,AMERISOURCEBERGEN CORP,2020,5.139198140730291,Safe,17.0,34.0,0.0,29.0,5.0,10.57574250239765,0.9235880851567879,0.04886012910248601,5122.0,5.0
US03073E1055,AMERISOURCEBERGEN CORP,2019,4.95623291750017,Safe,34.0,80.0,0.0,35.0,45.0,10.536641546257606,0.9190344009443311,0.04616836950559755,5122.0,5.0
US03073E1055,AMERISOURCEBERGEN CORP,2018,4.8919359157469255,Safe,21.0,67.0,0.0,17.0,50.0,10.472133021348212,0.9415439595180378,0.057148237068993586,5122.0,5.0
US05463X1063,AXOGEN INC,2021,5.067836860375213,Safe,0.0,0.0,0.0,0.0,0.0,5.31015205948913,0.3884775624314111,-0.11511513002716244,3842.0,3.0
US05463X1063,AXOGEN INC,2020,18.174963432354144,Safe,0.0,0.0,0.0,0.0,0.0,5.047564923181166,0.14543173632172163,-0.20241459361238465,3842.0,3.0
US05463X1063,AXOGEN INC,2019,36.007875047556496,Safe,1.0,1.0,0.0,0.0,1.0,5.08247832224735,0.0823547039763256,-0.12798661447310095,3842.0,3.0
US05463X1063,AXOGEN INC,2018,15.696724921032002,Safe,0.0,0.0,0.0,0.0,0.0,4.09225905573108,0.57228025477707,-0.1350488322717622,3842.0,3.0
US7018771029,PARSLEY ENERGY INC,2020,1.3753061898715484,Distress,1.0,6.0,2.0,2.0,2.0,9.195958851889342,0.33821972615448487,0.05655183623245193,1311.0,1.0
US7018771029,PARSLEY ENERGY INC,2019,1.3352536722674375,Distress,2.0,4.0,4.0,0.0,0.0,9.14765219123581,0.3270694573301022,0.06616941545119703,1311.0,1.0
US7018771029,PARSLEY ENERGY INC,2018,1.7749073279003673,Distress,0.0,0.0,0.0,0.0,0.0,9.081847464838665,0.33122101879202537,0.030341748246769832,1311.0,1.0
US05508R1068,B&G FOODS INC,2021,1.6103344402775126,Distress,1.0,3.0,0.0,3.0,0.0,8.234450898140864,0.7792006518790626,0.07829662089888177,2033.0,2.0
US05508R1068,B&G FOODS INC,2020,1.5653846475709345,Distress,7.0,10.0,0.0,10.0,0.0,8.07980078840091,0.7482511719270414,0.07517311678373027,2033.0,2.0
US05508R1068,B&G FOODS INC,2019,1.8526686417466705,Grey,2.0,0.0,0.0,0.0,0.0,8.024796375872013,0.7053655576029716,0.08411388114242542,2033.0,2.0
US05508R1068,B&G FOODS INC,2018,1.7225345784117234,Distress,0.0,0.0,0.0,0.0,0.0,8.178088131956656,0.7526510528671696,0.07844426259983747,2033.0,2.0
US35180X1054,FRANCHISE GROUP INC,2021,1.8202417130753115,Grey,0.0,0.0,0.0,0.0,0.0,7.516792868296896,0.790403670753202,0.03889944881019948,5399.0,5.0
US35180X1054,FRANCHISE GROUP INC,2020,0.2903446501185633,Distress,0.0,0.0,0.0,0.0,0.0,7.169769482185333,0.8831299646912506,-0.020620771709875283,7200.0,7.0
US00165C1045,AMC ENTERTAINMENT HOLDINGS,2021,-1.2145293394239163,Distress,0.0,0.0,0.0,0.0,0.0,9.237702588731993,1.2781324199135884,-0.15221283718033554,7830.0,7.0
US00165C1045,AMC ENTERTAINMENT HOLDINGS,2020,0.2895683492613546,Distress,0.0,0.0,0.0,0.0,0.0,9.523456245684773,0.9112154316383686,0.017242135743430004,7830.0,7.0
US00165C1045,AMC ENTERTAINMENT HOLDINGS,2019,0.5823931168230947,Distress,3.0,5.0,0.0,5.0,0.0,9.158710178739325,0.8527770172076077,0.03325680827313128,7830.0,7.0
US00165C1045,AMC ENTERTAINMENT HOLDINGS,2018,0.5732796517716374,Distress,0.0,0.0,0.0,0.0,0.0,9.190841498542127,0.7844970884875432,0.021252511243231118,7830.0,7.0
US6301041074,NANTHEALTH INC,2020,-4.817083504291939,Distress,0.0,0.0,0.0,0.0,0.0,5.589070967024293,1.2144044550015571,-0.09835751837800717,7370.0,7.0
US6301041074,NANTHEALTH INC,2019,-4.458062702901895,Distress,0.0,0.0,0.0,0.0,0.0,5.6606557429350435,0.9901130486105533,-0.1770675812067599,7373.0,7.0
US6301041074,NANTHEALTH INC,2018,-1.5688283656855637,Distress,1.0,3.0,0.0,3.0,0.0,6.109680822235925,0.5696701877803627,-0.1511592960740881,7373.0,7.0
US6301041074,NANTHEALTH INC,2021,-6.941206245115295,Distress,0.0,0.0,0.0,0.0,0.0,5.30473671835022,1.5561990733343982,-0.12750639079725196,7370.0,7.0
US0543031027,AVON PRODUCTS,2019,2.849288616946061,Grey,5.0,6.0,1.0,4.0,1.0,8.010027528481734,1.1344518272425248,0.08192691029900331,2844.0,2.0
US0543031027,AVON PRODUCTS,2018,2.750329170173547,Grey,6.0,11.0,0.0,8.0,3.0,8.215790757133416,1.0667676248681683,0.09527028854214555,2844.0,2.0
US2220702037,COTY INC,2021,0.1642108930740071,Distress,5.0,11.0,0.0,4.0,7.0,9.72494683933679,0.7594746783989288,-0.02360001912868825,2844.0,2.0
US2220702037,COTY INC,2020,0.6278709862504683,Distress,2.0,7.0,2.0,5.0,0.0,9.779419809412605,0.7144021646835056,0.03374958959321612,2844.0,2.0
US2220702037,COTY INC,2019,0.685309131436067,Distress,1.0,2.0,0.0,2.0,0.0,10.027084764177072,0.5794778658606641,0.028590114095323946,2844.0,2.0
US2220702037,COTY INC,2018,1.0772647824280233,Distress,0.0,0.0,0.0,0.0,0.0,10.023454867583107,0.562324265351558,0.022001756237748468,2844.0,2.0
US69526K1051,PACTIV EVERGREEN INC,2021,1.4323766421520516,Distress,2.0,2.0,0.0,0.0,2.0,8.831127635012084,0.8430512932924156,0.03653368405670028,2650.0,2.0
US0077861062,AEROHIVE NETWORKS INC,2019,-0.6347235690305748,Distress,0.0,0.0,0.0,0.0,0.0,4.959461290838849,0.8755767858278511,-0.11369658768911156,3576.0,3.0
US0077861062,AEROHIVE NETWORKS INC,2018,0.2883211049904826,Distress,0.0,0.0,0.0,0.0,0.0,4.909797867166014,0.8370799037232937,-0.15482274982913857,3576.0,3.0
US4489475073,IDT CORP,2021,3.5575909953563345,Safe,0.0,0.0,0.0,0.0,0.0,6.0057372063947,0.8242396541074737,0.0654922791846819,4813.0,4.0
US4489475073,IDT CORP,2020,2.9347074082873283,Grey,0.0,0.0,0.0,0.0,0.0,6.097406643614876,0.8792953845252343,0.01838842649249611,4813.0,4.0
